,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
7758,Phoenix/Tucson,2020-03-08 ,Conventional,0.940647689,1146712,321297,158288,3580,116360,547186
7759,Phoenix/Tucson,2020-03-15 ,Conventional,0.920690819,1485897,380065,182139,5448,163782,754463
7760,Phoenix/Tucson,2020-03-22 ,Conventional,0.875754732,1486785,472088,175161,5513,108848,725174
7761,Phoenix/Tucson,2020-03-29 ,Conventional,0.96190808,1181371,291021,181848,5750,103094,599657
7762,Phoenix/Tucson,2020-04-05 ,Conventional,0.983309114,1280830,334654,182790,4958,133717,624710
7763,Phoenix/Tucson,2020-04-12 ,Conventional,1.047594947,1323213,368204,183927,4639,128243,638200
7764,Phoenix/Tucson,2020-04-19 ,Conventional,0.935972972,1352640,282364,240821,4338,121023,704093
7765,Phoenix/Tucson,2020-04-26 ,Conventional,0.818001829,1631623,461233,278302,2442,123438,766208
7766,Phoenix/Tucson,2020-05-03 ,Conventional,0.81632425,1728470,559884,258677,5233,132264,772412
7767,Phoenix/Tucson,2020-05-10 ,Conventional,0.788892252,1777705,657304,225862,5542,141370,747627
7768,Phoenix/Tucson,2020-05-17 ,Conventional,0.973211703,1330862,422634,177457,4570,142962,583239
7769,Phoenix/Tucson,2020-05-24 ,Conventional,0.810083486,1689507,416300,262252,4708,142711,863535
7770,Phoenix/Tucson,2020-05-31 ,Conventional,0.806558181,1566309,556224,220584,4343,132354,652804
7771,Phoenix/Tucson,2020-06-07 ,Conventional,0.954399003,1403564,458248,196266,4085,136057,608908
7772,Phoenix/Tucson,2020-06-14 ,Conventional,0.851436141,1489519,399749,214170,4095,124433,747072
7773,Phoenix/Tucson,2020-06-21 ,Conventional,0.835306783,1574524,528946,197358,4542,136243,707435
7774,Phoenix/Tucson,2020-06-28 ,Conventional,0.933406411,1371281,334266,172596,3882,123351,737186
7775,Phoenix/Tucson,2020-07-05 ,Conventional,0.989239751,1398935,372542,225450,4166,152937,643841
7776,Phoenix/Tucson,2020-07-12 ,Conventional,0.87073796,1434046,529918,185439,3689,142816,572184
7777,Phoenix/Tucson,2020-07-19 ,Conventional,0.842673612,1427813,355664,250880,3392,152391,665487
7778,Phoenix/Tucson,2020-07-26 ,Conventional,0.772426081,1436178,489427,227456,3707,131030,584557
7779,Phoenix/Tucson,2020-08-02 ,Conventional,0.838319367,1391286,373797,214180,3631,125540,674137
7780,Phoenix/Tucson,2020-08-09 ,Conventional,0.86327738,1397879,354804,229694,3322,140080,669979
7781,Phoenix/Tucson,2020-08-16 ,Conventional,0.859384028,1395805,395921,169169,3547,136827,690340
7782,Phoenix/Tucson,2020-08-23 ,Conventional,0.955891,1223071,317613,179484,1488,145918,578568
7783,Phoenix/Tucson,2020-08-30 ,Conventional,0.782961752,1521618,467898,199612,2014,137453,714641
7784,Phoenix/Tucson,2020-09-06 ,Conventional,0.795288667,1504294,464191,222371,4169,144841,668721
7785,Phoenix/Tucson,2020-09-13 ,Conventional,0.862633921,1297103,438270,183319,3678,152216,519619
7786,Phoenix/Tucson,2020-09-20 ,Conventional,0.75875302,1462238,473172,189776,3690,147260,648340
7787,Phoenix/Tucson,2020-09-27 ,Conventional,0.879148083,1283108,271606,235844,3512,142434,629712
7788,Phoenix/Tucson,2020-10-04 ,Conventional,0.853289491,1271319,400481,175520,3421,145023,546874
7789,Phoenix/Tucson,2020-10-11 ,Conventional,0.8901797,1251979,388263,167050,3323,150119,543223
7790,Phoenix/Tucson,2020-10-18 ,Conventional,0.739569334,1485299,451057,209784,3326,157690,663443
7791,Phoenix/Tucson,2020-10-25 ,Conventional,0.751373202,1359804,268067,247746,3609,152666,687717
7792,Phoenix/Tucson,2020-11-01 ,Conventional,0.770929259,1354802,374990,171094,3731,169930,635057
7793,Phoenix/Tucson,2020-11-08 ,Conventional,0.752121625,1405138,423846,197507,3526,166649,613612
7794,Phoenix/Tucson,2020-11-15 ,Conventional,0.801291369,1244326,286407,176268,3697,170755,607199
7795,Phoenix/Tucson,2020-11-22 ,Conventional,0.706694413,1348404,446092,164747,4043,165195,568328
7796,Phoenix/Tucson,2020-11-29 ,Conventional,0.833309564,950572,290651,112470,3490,128665,415296
7797,Phoenix/Tucson,2020-12-06 ,Conventional,0.781279515,1177411,386961,151849,3376,170048,465177
7798,Phoenix/Tucson,2020-12-13 ,Conventional,0.658202759,1411247,387972,173640,3225,157134,689277
7799,Phoenix/Tucson,2020-12-20 ,Conventional,0.712565654,1228017,411190,143028,4189,161138,508471
7800,Phoenix/Tucson,2020-12-27 ,Conventional,0.774055472,1101252,314847,166210,4507,142369,473318
7801,Pittsburgh,2020-01-06 ,Conventional,1.227429952,94463,33543,6963,484,32556,20917
7802,Pittsburgh,2020-01-12 ,Conventional,1.007472935,134753,50619,9076,523,33359,41177
7803,Pittsburgh,2020-01-19 ,Conventional,1.004965166,139448,56222,9356,415,33919,39535
7804,Pittsburgh,2020-01-26 ,Conventional,1.255357297,107059,37450,7179,465,36584,25382
7805,Pittsburgh,2020-02-02 ,Conventional,0.998416854,149795,58140,11051,375,32931,47297
7806,Pittsburgh,2020-02-09 ,Conventional,1.227054326,104834,35020,7198,248,35419,26948
7807,Pittsburgh,2020-02-16 ,Conventional,1.224680707,98293,34764,5804,221,37065,20439
7808,Pittsburgh,2020-02-23 ,Conventional,1.263376627,104165,36517,6604,229,38784,22031
7809,Pittsburgh,2020-03-01 ,Conventional,1.282874185,105210,34662,10256,187,37679,22427
7810,Pittsburgh,2020-03-08 ,Conventional,1.072707878,140926,48829,8481,325,35345,47946
7811,Pittsburgh,2020-03-15 ,Conventional,1.359421683,134423,40175,10663,291,47927,35366
7812,Pittsburgh,2020-03-22 ,Conventional,1.351030243,126498,32598,18859,329,45704,29008
7813,Pittsburgh,2020-03-29 ,Conventional,1.089678863,145614,54951,17252,419,36471,36522
7814,Pittsburgh,2020-04-05 ,Conventional,1.340633713,113801,42983,16472,165,41934,12248
7815,Pittsburgh,2020-04-12 ,Conventional,1.319083765,106505,37986,15573,83,41960,10903
7816,Pittsburgh,2020-04-19 ,Conventional,0.9693041,188058,73173,17471,76,40692,56646
7817,Pittsburgh,2020-04-26 ,Conventional,1.294651378,128924,39263,17910,94,42935,28721
7818,Pittsburgh,2020-05-03 ,Conventional,0.991054836,200393,83836,20104,55,52103,44294
7819,Pittsburgh,2020-05-10 ,Conventional,1.079385349,162917,67082,21465,115,50740,23515
7820,Pittsburgh,2020-05-17 ,Conventional,0.974596174,189755,79516,19859,65,45091,45224
7821,Pittsburgh,2020-05-24 ,Conventional,1.294592694,135737,43923,19370,54,52317,20074
7822,Pittsburgh,2020-05-31 ,Conventional,1.056109216,179987,65626,17303,61,44566,52431
7823,Pittsburgh,2020-06-07 ,Conventional,1.275024804,135242,38939,17907,61,50522,27814
7824,Pittsburgh,2020-06-14 ,Conventional,1.251947923,132028,35353,13091,58,54218,29309
7825,Pittsburgh,2020-06-21 ,Conventional,1.272029127,126728,34549,13672,47,47930,30531
7826,Pittsburgh,2020-06-28 ,Conventional,0.997852171,169665,56945,14784,53,46562,51320
7827,Pittsburgh,2020-07-05 ,Conventional,1.207712988,138216,38588,13916,53,52493,33167
7828,Pittsburgh,2020-07-12 ,Conventional,0.96881022,160924,54242,13042,95,43034,50510
7829,Pittsburgh,2020-07-19 ,Conventional,0.862715367,176677,53955,11344,65,65142,46171
7830,Pittsburgh,2020-07-26 ,Conventional,0.886594472,153631,49921,11360,70,50103,42176
7831,Pittsburgh,2020-08-02 ,Conventional,1.044118349,133901,35608,11595,64,55856,30778
7832,Pittsburgh,2020-08-09 ,Conventional,0.888943975,164232,50223,12690,17,49985,51318
7833,Pittsburgh,2020-08-16 ,Conventional,1.043124402,131192,31448,13075,44,55814,30811
7834,Pittsburgh,2020-08-23 ,Conventional,1.174980163,118524,32836,12889,45,40825,31928
7835,Pittsburgh,2020-08-30 ,Conventional,1.205820389,112771,31390,12803,50,38024,30505
7836,Pittsburgh,2020-09-06 ,Conventional,0.98859765,148007,51209,14018,44,38594,44142
7837,Pittsburgh,2020-09-13 ,Conventional,1.197517075,111385,31833,13987,68,35500,29998
7838,Pittsburgh,2020-09-20 ,Conventional,0.981354675,141891,49341,12887,77,33275,46311
7839,Pittsburgh,2020-09-27 ,Conventional,1.211374704,103130,29923,11219,53,32724,29211
7840,Pittsburgh,2020-10-04 ,Conventional,1.192670216,106582,32814,12530,48,37181,24010
7841,Pittsburgh,2020-10-11 ,Conventional,0.950618978,149253,53309,13870,39,37006,45028
7842,Pittsburgh,2020-10-18 ,Conventional,1.170705154,102294,26303,11357,9,35981,28645
7843,Pittsburgh,2020-10-25 ,Conventional,1.194405085,103340,27176,11684,8,33845,30627
7844,Pittsburgh,2020-11-01 ,Conventional,0.977812798,132142,42757,12331,22,35006,42026
7845,Pittsburgh,2020-11-08 ,Conventional,1.178976102,99122,25609,10021,28,36496,26968
7846,Pittsburgh,2020-11-15 ,Conventional,1.160145348,95635,25974,10374,17,34505,24765
7847,Pittsburgh,2020-11-22 ,Conventional,1.134360509,102980,24852,11193,16,38241,28678
7848,Pittsburgh,2020-11-29 ,Conventional,0.93686296,102924,29714,10355,28,27968,34858
7849,Pittsburgh,2020-12-06 ,Conventional,0.93159481,130884,40395,11227,4,33737,45521
7850,Pittsburgh,2020-12-13 ,Conventional,1.105775314,103352,24262,11138,4,39188,28760
7851,Pittsburgh,2020-12-20 ,Conventional,1.124120796,103553,24521,11417,24,37327,30265
7852,Pittsburgh,2020-12-27 ,Conventional,0.933174553,105213,28428,8148,13,34566,34057
7853,Portland,2020-01-06 ,Conventional,1.012243973,757150,105518,81404,3856,158133,408239
7854,Portland,2020-01-12 ,Conventional,1.070202124,740244,99078,88367,4381,105368,443050
7855,Portland,2020-01-19 ,Conventional,1.006180036,677044,109833,59936,3584,62384,441307
7856,Portland,2020-01-26 ,Conventional,1.220290528,566670,105190,43248,2795,67973,347463
7857,Portland,2020-02-02 ,Conventional,0.9537974,811557,126062,76288,3118,66056,540034
7858,Portland,2020-02-09 ,Conventional,1.124030691,642911,126634,64299,2723,68040,381215
7859,Portland,2020-02-16 ,Conventional,1.270881441,566289,111501,42626,3651,76776,331736
7860,Portland,2020-02-23 ,Conventional,1.094892199,740788,116723,60398,2120,66669,494878
7861,Portland,2020-03-01 ,Conventional,1.163769919,706738,103719,56663,2255,68249,475853
7862,Portland,2020-03-08 ,Conventional,1.423501294,564170,95335,45058,2470,68609,352698
7863,Portland,2020-03-15 ,Conventional,1.424522974,667712,115722,49303,2826,109784,390078
7864,Portland,2020-03-22 ,Conventional,1.293726514,753957,119786,69325,2656,96068,466122
7865,Portland,2020-03-29 ,Conventional,1.468886418,619910,103767,65418,2742,85685,362299
7866,Portland,2020-04-05 ,Conventional,1.34666308,705187,136411,74329,3343,92680,398424
7867,Portland,2020-04-12 ,Conventional,1.441074027,688605,142025,82227,3357,98295,362700
7868,Portland,2020-04-19 ,Conventional,1.327800191,736437,156136,73243,3140,88257,415661
7869,Portland,2020-04-26 ,Conventional,1.424167875,681668,141006,69437,3793,87941,379492
7870,Portland,2020-05-03 ,Conventional,1.149256963,924262,164188,95994,3781,97021,563278
7871,Portland,2020-05-10 ,Conventional,1.272713702,804700,147577,98636,3354,96847,458285
7872,Portland,2020-05-17 ,Conventional,1.20786614,747810,137606,76577,2767,90029,440832
7873,Portland,2020-05-24 ,Conventional,1.231790414,797271,138090,71585,2148,105480,479967
7874,Portland,2020-05-31 ,Conventional,1.127416014,835895,139414,79140,2753,88764,525824
7875,Portland,2020-06-07 ,Conventional,1.119356359,792164,126156,72443,3621,103402,486543
7876,Portland,2020-06-14 ,Conventional,1.099166295,829979,125263,87268,4091,90831,522526
7877,Portland,2020-06-21 ,Conventional,1.003326735,885971,128450,90680,5574,85708,575559
7878,Portland,2020-06-28 ,Conventional,1.236886251,692369,111571,63547,4590,86549,426112
7879,Portland,2020-07-05 ,Conventional,1.204257058,773036,130827,66029,4967,91915,479299
7880,Portland,2020-07-12 ,Conventional,1.243739028,725696,124095,81355,4846,88086,427314
7881,Portland,2020-07-19 ,Conventional,1.078097658,842946,133279,84417,4742,90723,529784
7882,Portland,2020-07-26 ,Conventional,1.10087772,833708,128421,79097,4267,178368,443555
7883,Portland,2020-08-02 ,Conventional,1.056671458,783075,141161,71897,4432,93229,472356
7884,Portland,2020-08-09 ,Conventional,1.162053679,764124,127781,80345,4912,94225,456861
7885,Portland,2020-08-16 ,Conventional,1.125839953,725972,122102,77187,4436,90113,432134
7886,Portland,2020-08-23 ,Conventional,1.182909887,687871,121258,67815,3738,86083,408976
7887,Portland,2020-08-30 ,Conventional,1.097762898,770821,123388,88738,3485,80173,475037
7888,Portland,2020-09-06 ,Conventional,1.097956342,788587,126246,80100,3482,80692,498067
7889,Portland,2020-09-13 ,Conventional,1.156534462,650832,112024,62545,3859,87238,385167
7890,Portland,2020-09-20 ,Conventional,1.140699884,663829,109382,84582,3865,85115,380884
7891,Portland,2020-09-27 ,Conventional,1.202985214,658105,101321,90450,4953,79362,382019
7892,Portland,2020-10-04 ,Conventional,1.161437917,687336,113352,72418,5275,84158,412132
7893,Portland,2020-10-11 ,Conventional,1.182334851,636766,107589,67355,4285,83160,374377
7894,Portland,2020-10-18 ,Conventional,1.025432526,689495,99168,94094,4569,78998,412665
7895,Portland,2020-10-25 ,Conventional,1.028470986,669959,98832,73088,5251,79341,413446
7896,Portland,2020-11-01 ,Conventional,1.10180042,627934,109566,52791,4773,78507,382297
7897,Portland,2020-11-08 ,Conventional,0.952179157,742384,106135,92356,4972,83881,455041
7898,Portland,2020-11-15 ,Conventional,0.94955639,734365,98993,122580,4593,74443,433757
7899,Portland,2020-11-22 ,Conventional,1.015344833,621588,100831,86394,4259,75947,354157
7900,Portland,2020-11-29 ,Conventional,0.997183153,564899,101579,47664,3545,66478,345632
7901,Portland,2020-12-06 ,Conventional,1.000201891,684799,108005,97390,3824,83679,391900
7902,Portland,2020-12-13 ,Conventional,0.966916884,672932,108432,91209,3723,84749,384819
7903,Portland,2020-12-20 ,Conventional,1.093322704,581855,110455,78860,3958,88457,300126
7904,Portland,2020-12-27 ,Conventional,1.089296288,551715,102552,81074,4282,78922,284886
7905,Providence,2020-01-06 ,Conventional,1.444262222,79230,1858,54563,155,6955,15699
7906,Providence,2020-01-12 ,Conventional,1.567664025,73397,2221,52583,108,10477,8009
7907,Providence,2020-01-19 ,Conventional,1.506314027,80192,2543,55088,188,9856,12517
7908,Providence,2020-01-26 ,Conventional,1.382719906,88664,2470,50078,105,10479,25532
7909,Providence,2020-02-02 ,Conventional,1.545704877,74595,2468,54355,60,11081,6631
7910,Providence,2020-02-09 ,Conventional,1.310352775,113670,2581,70192,13,10818,30066
7911,Providence,2020-02-16 ,Conventional,1.540620567,72577,2549,51622,12,10905,7488
7912,Providence,2020-02-23 ,Conventional,1.389262433,86996,3076,55008,16,10234,18661
7913,Providence,2020-03-01 ,Conventional,1.607790026,71813,3472,50694,13,12068,5566
7914,Providence,2020-03-08 ,Conventional,1.533684931,82773,2956,55838,16,12506,11457
7915,Providence,2020-03-15 ,Conventional,1.637683666,87073,3998,61318,33,13648,8076
7916,Providence,2020-03-22 ,Conventional,1.669141769,91150,3919,64169,37,12235,10789
7917,Providence,2020-03-29 ,Conventional,1.682497387,92052,3467,66684,18,11722,10161
7918,Providence,2020-04-05 ,Conventional,1.634540123,101798,3992,75561,30,16910,5305
7919,Providence,2020-04-12 ,Conventional,1.576937748,103200,3611,69099,17,21025,9448
7920,Providence,2020-04-19 ,Conventional,1.566212023,89226,3909,58169,24,17121,10003
7921,Providence,2020-04-26 ,Conventional,1.546216918,79748,3583,49143,81,15890,11052
7922,Providence,2020-05-03 ,Conventional,1.589728695,106147,4084,72549,113,15579,13823
7923,Providence,2020-05-10 ,Conventional,1.6075162,127947,4482,90264,71,15904,17227
7924,Providence,2020-05-17 ,Conventional,1.59807396,110059,3751,76533,50,16256,13470
7925,Providence,2020-05-24 ,Conventional,1.595275044,112208,4622,76544,40,16826,14175
7926,Providence,2020-05-31 ,Conventional,1.599533108,109313,4067,76939,62,16070,12176
7927,Providence,2020-06-07 ,Conventional,1.60013716,111070,4018,78234,23,16396,12399
7928,Providence,2020-06-14 ,Conventional,1.177008264,165204,3619,91506,49,15874,54156
7929,Providence,2020-06-21 ,Conventional,1.586192867,106025,3763,76059,42,16459,9703
7930,Providence,2020-06-28 ,Conventional,1.580202703,107890,3901,78596,39,15436,9918
7931,Providence,2020-07-05 ,Conventional,1.582245902,115702,4702,89060,28,16405,5507
7932,Providence,2020-07-12 ,Conventional,1.544547051,114405,3879,79170,13,24095,7248
7933,Providence,2020-07-19 ,Conventional,1.462583645,113698,3891,74475,39,28411,6881
7934,Providence,2020-07-26 ,Conventional,1.563531477,108821,3378,76627,61,15929,12826
7935,Providence,2020-08-02 ,Conventional,1.51441809,104411,2867,73770,28,19107,8638
7936,Providence,2020-08-09 ,Conventional,1.44458333,115531,2912,73575,33,26206,12805
7937,Providence,2020-08-16 ,Conventional,1.465547788,109194,2933,73956,48,25631,6626
7938,Providence,2020-08-23 ,Conventional,1.438749534,109294,2799,70651,38,14830,20976
7939,Providence,2020-08-30 ,Conventional,1.331831727,113331,3030,71228,46,11549,27478
7940,Providence,2020-09-06 ,Conventional,1.556941018,91787,2891,67437,9,13975,7475
7941,Providence,2020-09-13 ,Conventional,1.554246774,90280,2908,62789,25,13852,10705
7942,Providence,2020-09-20 ,Conventional,1.468110036,97701,3331,63313,11,12883,18163
7943,Providence,2020-09-27 ,Conventional,1.389664424,97168,2743,67480,58,11751,15136
7944,Providence,2020-10-04 ,Conventional,1.525737454,84811,2769,58353,39,12453,11198
7945,Providence,2020-10-11 ,Conventional,1.465031544,88212,2335,56653,8,12583,16633
7946,Providence,2020-10-18 ,Conventional,1.446781174,87276,2633,54414,17,12511,17700
7947,Providence,2020-10-25 ,Conventional,1.303139638,98275,2701,53987,18,14054,27516
7948,Providence,2020-11-01 ,Conventional,1.51005976,81116,2405,53552,20,12893,12246
7949,Providence,2020-11-08 ,Conventional,1.525157096,84732,2351,54903,14,18725,8740
7950,Providence,2020-11-15 ,Conventional,1.424123757,87170,2798,54861,24,22562,6925
7951,Providence,2020-11-22 ,Conventional,1.442898198,80714,2890,52651,22,15333,9818
7952,Providence,2020-11-29 ,Conventional,1.481177171,70161,2023,46976,14,11973,9176
7953,Providence,2020-12-06 ,Conventional,1.256093461,90982,2558,50687,32,12220,25486
7954,Providence,2020-12-13 ,Conventional,1.486376501,77898,2475,50956,22,14071,10375
7955,Providence,2020-12-20 ,Conventional,1.499991758,81045,2608,52602,42,14084,11710
7956,Providence,2020-12-27 ,Conventional,1.425806371,79492,2504,50331,36,15142,11480
7957,Raleigh/Greensboro,2020-01-06 ,Conventional,1.078885092,386023,147356,64227,5567,129189,39684
7958,Raleigh/Greensboro,2020-01-12 ,Conventional,1.12628738,378259,129902,56223,4617,143050,44466
